id,side,tx,ty,tz,qx,qy,qz,qw,j1,j2,j3,j4,j5,j6,j7,cam_tx,cam_ty,cam_tz,cam_qx,cam_qy,cam_qz,cam_qw,dist_tcp_socket,visible
aNNaNNaNNaNNaNNaN,l,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.2881002507479258,0.772266079629247,0.3678115050291237,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,r,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.28558496015693124,0.7576936317879429,0.3096624041026426,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,l,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.2881002507479258,0.772266079629247,0.3678115050291237,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,r,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.28558496015693124,0.7576936317879429,0.3096624041026426,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,l,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.2881002507479258,0.772266079629247,0.3678115050291237,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,r,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.28558496015693124,0.7576936317879429,0.3096624041026426,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,l,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.2881002507479258,0.772266079629247,0.3678115050291237,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,r,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.28558496015693124,0.7576936317879429,0.3096624041026426,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,l,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.2881002507479258,0.772266079629247,0.3678115050291237,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
aNNaNNaNNaNNaNNaN,r,0.23948759084020238,-0.16754259481548028,0.4935073007543137,-0.008061159551789331,0.9823945236621404,0.13955924518899174,0.1239323791173142,0.016190613550765048,-0.1975754182570711,4.110911692224646,1.014520864352101,5.167892731528088,4.315490398247172,6.632251157578453,0.28558496015693124,0.7576936317879429,0.3096624041026426,-0.5260463822438244,0.5883457348825061,0.41810291033089014,0.4497937836837601,0.5735627979059983,0
